Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Maxwell Veer,1,requir work extrem rude appar reason imagin mailman also condescend hilari,74,11,5.818181818181818,0,-0.3,negative
Kendra Gorveatt,5,sent christma gift home ontario steve extrem effici kind assur parcel would four busi day bad experi fedex up nice go canada post offic get good custom servic assur parcel handl care locat also great social distanc polici three store time wait outsid turn go,258,45,4.7555555555555555,1,0.33888888888888885,positive
slade,1,worst sourt facil canada post canada know could care less,57,10,4.8,0,-0.5833333333333334,negative
Dave D,1,parcel track say deliveri end day thursday doesnt turn check track friday say due deliveri tuesday get one star cant give none muppet,133,23,4.826086956521739,0,-0.125,neutral
janet crozier,5,staff locat alway friendli effici also knowledg regard system protocol rare wait time locat,91,14,5.571428571428571,1,0.3,positive
StuffedWithMuffins,5,wonder staff extrem effici help,31,5,5.4,1,0.0,neutral
Todd Weber,1,went return modem isp use return id auth number manag train behind counter look screen second ask barcod said said ask bar code sorri that best c told us come back pm someon els would went road canada post sackvil drive young gentleman packag process minut given exact inform,275,49,4.63265306122449,0,0.15833333333333333,neutral
jaspreet jaz,1,poor bad custom servic asian girl rude ask dont use thankssorrybyesmil dont know got hire lack custom servic,108,18,5.055555555555555,0,-0.35,negative
Kyle Watanabe (),5,good quick servic plenti pack tape sale least,45,8,4.75,1,0.24444444444444438,positive
Phantom F,1,post offic pack tape previous pay roll bring locat,50,9,4.666666666666667,0,-0.16666666666666666,neutral
Max RC,1,slow expect wait min get serv,29,6,4.0,0,-0.30000000000000004,negative
Manik Jindal,1,bad custom servic experi,24,4,5.25,0,-0.6999999999999998,negative
Brett Matthew,1,there woman glass dark hair hand sanit around neck custom servic skill ive work shopper year time went attitud one time ask rude put packag scale like know reach counter im mind reader ask nice dont know spectrum doesnt know talk peopl need figur someth doesnt talk peopl,271,48,4.666666666666667,0,0.05000000000000001,neutral
Elisa Raymundo,1,packag servic canada renew passport pick shopper locat julietta staffask id gave canadian citizen card pictur told accept per canada post polici didnt even ask nice anoth document address frustrat way said first time experienc refus give packag dont drive that photo id packag refus give photo id passport suggest give packag show renew passport rude custom servic familiar accept govern issu id cours understand id like passport dont address ask anoth form id address provid instead reject canadian citizenship card,516,81,5.382716049382716,0,0.23125,positive
Brittany Medeiros,5,julietta canada post counter leila absolut fabul came money order coupl minut chat realli got tough time wonder custom servic skill wait come thank help even,157,26,5.076923076923077,1,-0.3888888888888889,negative
Nah Fam,1,rude worker avoid locat cost drive minut mcphillip locat mountain know good custom servic staff work super friendli unfortun dont much choic mail get deliv locat ship mailpackag alway go anoth locat white ladi brown short hair wear glass look seem like lot review peopl post know exactli im talk talk peopl colour racist much mayb white perhap would differ experi haha alway bad attitud whenev ask question seem like rather elsewher act like inconveni give snarki repli work custom servic none lol come someon work public well get bad day everi singl encount ive ladi she noth miser deal dont take custom absolut ridicul,620,105,4.914285714285715,0,0.05641025641025644,neutral
MM PP,1,far worst custom servic ever experienc tell custom theyr busi retriev packag dont answer phone respond multipl voicemail busi would never use canada post deliveri servic despic unreli seem gotten wors past year id give minu star score could,240,39,5.17948717948718,0,-0.3833333333333333,negative
Logan Granger,1,old ladi attitud reason basic interrog tri send told imposs send actual possibl buy label onlin didnt know opt mention,118,20,4.95,0,0.03333333333333333,neutral
Tara Anderson,1,pleas avoid locat your go packag sent costum servic terribl guy glass medium long hair work dont need dont answer question ask right liter act like child roll eye start rude even your polit respect avoid cost warn previou complaint worker want good costum servic pleas packag sent somewher els,293,50,4.88,0,0.06714285714285714,neutral
Samantha Galvin,1,line alway long deliveri notic say time go time tell u come back tomorrow parcel havent system need better commun deliveri driver store make sure peopl get packag told deliveri driver gener worst knock one time quit u barley hear gone within second ive herd knock tri get robe got door pull away elderli person would never make door quick mayb tri wait minut like realli,370,66,4.621212121212121,0,0.040476190476190464,neutral
fulltime fishing,1,guy work even shift horribl custom servic packag pick time guy work even glass medium length hair told packag werent first time ask could look back mayb hasnt process goe find packag today third time ive threw hissi fit could hear toss box yell doubt thee worst canada post experi ive ever actual top worst canada post experi alway issu would reccomend anyon go canada post take mail stay away,393,70,4.628571428571429,0,-0.10625,neutral
Mike Kozubski,1,one wors tracker use doesnt actual track packagewil keep chang date say end today dont know leav build truck knew pick upfrom know reach canada post done process leav sent meand final deliveri notic say packag arriv check box canada post doesnt track yet chines websit sell littl doll daughter,293,50,4.88,0,0.0,neutral
JACK SUN,1,would give zero star option asian fellow wear glass work locat extrem rude unprofession order parcel amazon pickup amazon chang ship address store address order ship pick asian fellow work argu driver licens address didnt match amazon label ship address advis contact amazon fix ship address label told order come locat pickup ship address store address otherwis amazon would ship hous instead tri argu name address match per polici told futur address didnt match refus releas product also point finger rais voic say got spoil past year came locat pickup total unprofession rude custom later regard matter contact amazon carrier centr ladi advis long bar code amazon name canada post releas product caus way amazon chang ship address residenti address otherwis parcel land canada post locat also advis happen pass call local canada post procedur anyway total experi extrem rude unprofession need servic tri go differ branch get better custom experi,948,151,5.28476821192053,0,-0.05833333333333335,neutral
Pinterest User,5,awesom staff super help knowledg yesterday wit custom outright rude parcel sent amazon male staff wear glass handl like pro provid excel custom servic hope amazon shopper complain could identifi base shopper mail address read review realiz ridicul illmann sound speak embarrass,277,42,5.619047619047619,1,-0.07333333333333333,neutral
Shawn Johannesson,1,ladi behind counter rude unhelp alert packag readi pick locat refus even look packag told wouldnt next day swore breath leav phone lodg complaint return hour later gone home issu get parcel found name carli isnt well like cowork custom,235,40,4.9,0,-0.2,negative
Rachelle Thompson,1,worst custom servic first time went ladi act bother whenev ask anyth first time ever mail anyth need guidanc cashier didnt care envelop gave mail neighborhood mail box instead calgari go back branch mail paid express ship ladi wasnt friendli either guid also paid first time mail mail box also iron treat white person much respect black ignor mail suppos deliv late deadlin never go back branch,394,67,4.895522388059701,0,-0.05166666666666666,neutral
Kirsten Constant,1,rude custom servic went drop mail ladi behind counter rude didnt offer help suggest appar someth wrong regard packag told tri anyway proceed label parcel return sender wouldnt wast time go arent go help question sure benefit type attitud lol,241,40,5.05,0,-0.033333333333333326,neutral
LI Yan,1,today saturday follow time notic leav door arriv told alreadi close check notic dont chang time sunday close wait monday wast time,130,22,4.954545454545454,0,0.0,neutral
I K (Kira),5,money gram good know need couldnt find anywher,46,8,4.875,1,0.7,positive
Priyansh Shah,5,quick custom servic kindli staff,32,5,5.6,1,0.3333333333333333,positive
